Requirement ID,Category,Title,Requirement,User value,Evidence class,Evidence source,Confidence,Parity or improvement,Priority,MVP status,Dependencies,Acceptance criteria,Failure behavior,Open question
POL-003,Policies,Approved channels and recipients,"Owners can restrict which channels and recipients/destinations the AI may contact.","No surprises about where content goes.",Improvement (own design),"Task instruction",n/a,Improvement,Must,Post-MVP,POL-006,"Non-approved destinations fail closed at policy evaluation; lists are auditable.","Wildcard requests require explicit owner confirmation.",
POL-004,Policies,Working-hours and scheduling limits,"Owners can define when autonomous work may run.","Work happens when you want it to.",Improvement (own design),"Task instruction; parity link: night-shift scheduling observed",n/a,Improvement,Should,Post-MVP,POL-006;TASK-003,"Out-of-window work does not start; in-flight work at window end follows safe-stop policy.","Timezone changes re-evaluate schedules explicitly.",
POL-005,Policies,Forbidden actions and escalation,"Owners can forbid specific actions/categories outright and define automatic escalation for boundary cases.","Bright lines the AI cannot cross.",Improvement (own design),"Task instruction",n/a,Improvement,Must,MVP,POL-006,"Forbidden actions are rejected at the policy gate regardless of approval state; escalations create Decision Room items.","Conflicts between policies resolve to the most restrictive.",
POL-006,Policies,Policy evaluation record,"Every policy evaluation (allow/deny/escalate) is recorded with the policy version, inputs, and outcome.","Provable enforcement.",Improvement (own design),"raw-audit/15-conceptual-data-model.md (policy decision on ToolCall)",n/a,Improvement,Must,MVP,TOOL-002,"Every tool call links a policy evaluation record; records are immutable and queryable.","Missing evaluation = execution blocked (fail closed).",
POL-007,Policies,Deletion restrictions and required approvers,"Owners can require specific approvers for deletion and other designated high-impact categories.","Protects against single-point mistakes.",Improvement (own design),"Task instruction",n/a,Improvement,Could,Future,POL-006;ADMIN-003,"Configured categories require the designated approver; others cannot approve.","Absent approver escalates rather than defaults open.",
MEM-001,Memory,Typed memory items,"Company memory is stored as typed items: facts, preferences, constraints, assumptions, research findings, decisions, outcomes, corrections.","Structured, inspectable knowledge.",Improvement (own design),"raw-audit/09-claim-verification.md claim 27 (memory editor NOT found in Polsia)",n/a,Improvement,Must,MVP,,"All eight types exist; every item has type, content, source link, timestamp, and status.","Untyped writes are rejected.",
MEM-002,Memory,Memory visibility and control,"All memory items are visible, editable, and deletable by the owner.","Nothing hidden about what the AI believes.",Improvement (own design),"Task instruction",n/a,Improvement,Must,MVP,MEM-001,"A memory browser lists/filters all items; edits and deletions persist and are audited.","Deletion propagates: dependent plans flag for review.",
MEM-003,Memory,Memory provenance,"Every memory item links to its source (interview answer, document, task result, user edit) and is company-scoped.","Trustworthy recall.",Improvement (own design),"Task instruction",n/a,Improvement,Must,MVP,MEM-001,"100% of items carry a resolvable source link and company scope; cross-company reads are impossible.","Source-less legacy items are flagged 'unsourced', never presented as fact.",
MEM-004,Memory,Instruction precedence,"Memory can never silently override an explicit client instruction; conflicts surface as questions.","The client's word is law.",Improvement (own design),"Task instruction",n/a,Improvement,Must,MVP,MEM-001,"A seeded memory/instruction conflict produces a surfaced question, not silent memory precedence; test-verified.","Unresolvable conflicts pause the affected work.",
ACT-001,Activity,Company activity feed,"Every company has a chronological activity feed covering planning, task events, documents, and system actions.","Always know what happened.",Directly observed,"raw-audit/03-onboarding-flow.md (activity stream, 99%); raw-audit/02-application-map.md",97,Parity,Must,MVP,,"All significant events appear in order with timestamps; feed is filterable by type.","Feed lag is visible ('as of' timestamp); no fabricated ordering.",
ACT-002,Activity,Append-only audit log,"All security-relevant events (auth, policy, approvals, tool calls, state changes, billing) are recorded in an append-only audit log.","Non-repudiable history.",Improvement (own design),"raw-audit/15-conceptual-data-model.md (AuditEvent); protocol requirements",n/a,Improvement,Must,MVP,,"Audit records are immutable, include actor/timestamp/context, and are exportable; tamper attempts are detectable.","Audit-write failure blocks the audited action (fail closed) for high-risk classes.",
ACT-003,Activity,Proposed vs executed distinction,"The UI always distinguishes proposed/planned work from executed work; nothing presented as done without an execution record.","No theater; only truth.",Improvement (own design),"Task principles 10 and 14; raw-audit/18-risk-register.md R-05",n/a,Improvement,Must,MVP,ACT-001;TOOL-002,"Visual and data-level distinction exists everywhere work is shown; claiming 'done' requires a run record (and receipt for external effects).","Unconfirmed outcomes show 'unconfirmed', never 'completed'.",
ACT-004,Activity,Usage and credit visibility,"Credit and usage changes (grants, spends, refunds, expiry) are visible in a ledger with per-event linkage to causing tasks.","Costs are never a mystery.",Directly observed,"raw-audit/07-billing-and-pricing.md (credits ledger observed, 99%)",97,Parity,Must,MVP,BILL-002,"Ledger shows every movement with cause link; balance always equals ledger sum.","Discrepancies trigger automatic reconciliation alerts.",
ACT-005,Activity,Failure visibility,"Failures (tasks, provisioning, integrations) are first-class feed events with links to detail.","Bad news travels fast, to you.",Partially verified,"raw-audit/04-task-and-agent-system.md (Failed tab observed; detail absent in Polsia)",75,Parity,Must,MVP,ACT-001;TASK-006,"Every failure emits a feed event linking the TASK-006 detail view.","Suppressed notifications still leave the feed record.",
BUILD-001,Build,Website generation,"The platform can generate a public marketing website for a company.","Instant public presence.",Directly observed,"raw-audit/01-executive-summary.md (public deployment rendered, 99%); evidence/screenshots/07-generated-site-redacted.png",97,Parity,Must,Post-MVP,COMP-002,"Generated site renders at a platform URL with navigation and CTA; content derives from the approved understanding/strategy.","Generation failure leaves no half-published site; status is truthful.",
BUILD-002,Build,Application generation,"The platform can generate a working web application (beyond a static site) for a company.","Product, not just presence.",Partially verified,"raw-audit/22-exported-code-verification.md (one exported project verified: builds, tests pass)",80,Parity,Should,Future,BUILD-001,"A generated application builds, passes its included tests, and deploys to a preview.","Failed generations are visible with diagnostics; no broken deploys promoted.",
BUILD-003,Build,Source-code export,"Users can download the complete source of generated software.","Ownership you can hold.",Directly observed,"raw-audit/09-claim-verification.md claim 17 (99%); raw-audit/24 (export inspected)",95,Parity,Must,Post-MVP,BUILD-001,"Export contains buildable source with config templates and no secret values; checksum and revision included.","Export failure is reported; partial archives are never delivered silently.",
BUILD-004,Build,Masked secrets management,"Application secrets are managed through a masked UI; values are hidden by default, provided secrets are read-only, changes require redeploy to take effect.","Safe credential handling.",Directly observed,"raw-audit/02-application-map.md (App Secrets overlay, 99%)",97,Parity,Must,Future,BUILD-001,"Secret values never render in plaintext by default nor appear in logs/exports; change-then-deploy flow works.","Failed secret updates do not partially apply.",
BUILD-005,Build,Versioning and rollback,"Deployments are versioned; users can roll back to a prior version.","Undo for production.",Partially verified,"raw-audit/09-claim-verification.md claim 29 (rollback copy observed; no versions existed to test)",75,Parity,Must,Future,DEPLOY-001,"Each deploy creates an immutable version; rollback redeploys a prior artifact and records outcome; rollback requires approval.","Rollback failure preserves current version and alerts.",
BUILD-006,Build,Custom domains,"Users can view their platform URL and connect custom domains.","Real brand presence.",Partially verified,"raw-audit/02-application-map.md (Manage Domains observed; no domain connected)",75,Parity,Should,Future,DEPLOY-001,"Domain connection flow validates DNS, provisions TLS, and reports status truthfully.","Misconfigured DNS shows actionable guidance.",
BUILD-007,Build,Generated-code quality gates,"Generated software must pass lint, typecheck, tests, and dependency-vulnerability scan before deployment is offered.","Code you can trust.",Improvement (own design),"raw-audit/22-exported-code-verification.md and raw-audit/23-quality-findings.md (export needed fixes)",n/a,Improvement,Must,Future,BUILD-002,"Deploy is blocked until gates pass; gate results are visible per version.","Gate failures produce actionable reports, not silent downgrades.",
DEPLOY-001,Deploy,Hosted deployment,"Generated sites/apps deploy to managed hosting with a stable platform URL and health status.","Live without ops burden.",Directly observed,"raw-audit/01-executive-summary.md (live public site, 99%)",95,Parity,Must,Future,BUILD-001,"Deployed artifact serves at its URL; health checks run; status shown truthfully.","Unhealthy deploys are flagged; site status never claims healthy when down.",
DEPLOY-002,Deploy,Deployment approval and preview,"Production deployments of changed software require preview plus approval (per APPR risk class external).","No surprise production changes.",Improvement (own design),"raw-audit/17-acceptance-tests.md AT-015/AT-016 patterns",n/a,Improvement,Must,Future,DEPLOY-001;APPR-009,"Production deploys without valid approval are rejected server-side; previews reflect the exact artifact.","Preview-production drift blocks deploy.",
EMAIL-001,Email,Company email surface,"Each company has an email identity with visible sent/received activity.","Communications live with the company.",Directly observed,"raw-audit/06-integrations.md (company mailbox observed, 99%)",95,Parity,Should,Future,COMP-002,"Company email identity exists; sent/received counts and message log are visible.","Delivery failures are visible per message.",
EMAIL-002,Email,Outbound email controls,"Outbound email requires recipient validation, consent/policy checks, approval per risk class, and delivery receipts.","Outreach without spam or scandal.",Improvement (own design),"raw-audit/17-acceptance-tests.md AT-014; raw-audit/18-risk-register.md R-01",n/a,Improvement,Must,Future,EMAIL-001;APPR-009;POL-003,"No outbound email sends without policy pass + required approval; receipts stored; unsubscribe honored.","Bounced/rejected messages are visible with reasons.",
SOCIAL-001,Social,Social publishing surface,"Companies can connect a social account and publish posts, with manual and scheduled ('auto-post') modes behind approval controls.","Public voice under control.",Directly observed,"raw-audit/09-claim-verification.md claim 12 (social controls + public post observed, 99%)",95,Parity,Should,Future,APPR-009;INTEG-001,"Connected account state is visible; publishing requires policy pass + approval per level; published posts store receipts/URLs.","Publish failures surface with platform error context.",
ADS-001,Ads,Advertising with budget caps,"Companies can run ad campaigns with owner-set budget caps, explicit fees, approval, and stop controls.","Growth spend with hard limits.",First-party documented,"raw-audit/07-billing-and-pricing.md (ads FAQ: budgets + 20% fee, 85%); not exercised",85,Parity,Could,Future,POL-001;APPR-009,"Campaign creation requires budget cap and approval; spend halts at cap; fees are displayed before approval.","Overspend attempts are blocked; cap breaches trigger immediate pause + alert.",
SUPPORT-001,Support,Customer-support assistance,"The platform can draft or handle customer-inquiry responses under configured autonomy and policies.","Responsive without hiring.",Partially verified,"raw-audit/09-claim-verification.md claim 14 (FAQ only, 70%)",70,Parity,Could,Future,APPR-008;POL-003,"Support replies obey autonomy level: draft-only by default; sends require approval unless a higher level is configured.","Uncertain answers escalate to the owner rather than guessing.",
PAY-001,Payments,Customer payments surface,"Companies can accept customer payments through a managed balance with visible status and portal access.","Revenue collection built in.",First-party documented,"raw-audit/07-billing-and-pricing.md (payments FAQ + Stripe portal observed; no payment executed, 85%)",85,Parity,Could,Future,BILL-004,"Payment setup state, balance, and payout path are visible; fees disclosed before enabling.","Payment-provider failures never show phantom balances.","Fee model and money-movement compliance need owner + legal decisions (OQ-11, OQ-24)."
BILL-001,Billing,Subscription plan,"The platform offers a monthly subscription per account that includes one company, a scheduled-work allowance, and a task-credit allowance.","Predictable base pricing.",Directly observed,"raw-audit/07-billing-and-pricing.md ($25/mo, 30 night shifts, 5 credits observed, 99%) — reference values, not our final pricing",95,Parity,Must,Post-MVP,ACC-001,"Subscription state gates paid features; plan contents are displayed accurately; cancellation follows BILL-006.","Payment failure enters a documented dunning state without instant data loss.","Our actual pricing is an owner decision (D-02); Polsia values are reference evidence only."
BILL-002,Billing,Task credits and ledger,"Manual task execution consumes task credits tracked in an append-only ledger with grants, spends, refunds, expirable/permanent split, and reset dates.","Transparent usage economics.",Directly observed,"raw-audit/07-billing-and-pricing.md (credits dialog + ledger observed, 99%); raw-audit/24 (spend observed)",97,Parity,Must,MVP,,"Ledger is append-only; balance derives from ledger; concurrent final-credit race resolves to exactly one success (AT-025 pattern).","Negative balances are impossible; reconciliation runs detect drift.",
BILL-003,Billing,Additional credit purchase,"Users can purchase additional task-credit tiers.","Scale usage on demand.",Directly observed,"raw-audit/07-billing-and-pricing.md (tier selector observed, 99%) — tier prices are Polsia reference data",95,Parity,Should,Post-MVP,BILL-001,"Purchase flow grants credits atomically with payment confirmation; tiers display accurately.","Failed payments grant nothing; no orphaned grants.",
BILL-004,Billing,Billing portal,"Users manage subscription and payment methods through a hosted billing portal (provider-neutral requirement).","Self-service billing.",Directly observed,"raw-audit/02-application-map.md (portal entry observed, 99%) — Polsia uses Stripe; our provider is an architecture decision",95,Parity,Must,Post-MVP,BILL-001,"Portal reachable from settings; subscription changes reflect in-product within one minute.","Portal unavailability shows status; no in-product stale claims.",
BILL-005,Billing,Additional-company pricing (UNRESOLVED),"Accounts can add companies for an additional monthly fee. The reference product showed +$20/month (UI) and $25/month (FAQ) — contradiction C-02, deliberately unresolved. Our price is owner decision D-02.","Portfolio growth pricing.",Partially verified,"evidence/pricing.csv row extra_company; raw-audit/24 section 2 (both values observed)",70,Parity,Should,Post-MVP,PORT-002;BILL-001,"Whatever price the owner sets displays identically in every surface (upgrade sheet, FAQ, checkout) — the reference product's inconsistency is the anti-pattern.","Price display mismatch anywhere is a launch-blocking defect.","C-02: which value is Polsia's real price is unknown; both observations preserved."
BILL-006,Billing,Cancellation semantics,"Cancelling a subscription pauses companies and preserves data rather than deleting it; deletion is a separate explicit action.","Leaving is safe.",First-party documented,"raw-audit/24-runtime-billing-quality-validation.md section 2 (FAQ: cancellation pauses without deleting, 85%)",85,Parity,Must,Post-MVP,BILL-001;COMP-006,"Post-cancellation: no autonomous work, data intact, reactivation path documented; deletion still requires COMP-007 flow.","Billing-state ambiguity resolves to paused-not-deleted.",
USAGE-001,Usage,Usage metering with account rollups,"Every task run and significant tool call records an immutable company-level usage event attributable to company, account, and task. Account-level usage is a deterministic aggregation of company-level events across the account's companies.","Accurate accounting foundation at both company and account level.",Directly observed,"raw-audit/24 (credit decrement observed after run); ledger observed. Account-rollup clause: owner decision D-04/ADR-003 (2026-07-18) — clarification amendment, see PRD change log 1.2.0-draft",95,Parity,Must,MVP,BILL-002;TOOL-002,"Every run has immutable usage events reconciling to the ledger; per-company usage is queryable; per-account rollups aggregate deterministically with no double counting and reconcile to the sum of company events; corrections use compensating entries only; company moves/deactivations preserve historical attribution (test-covered).","Metering failure blocks new metered work (fail closed) rather than under-billing silently; rollup drift is detected by reconciliation and repaired by rebuild from the event ledger.","Amended 2026-07-18: account-rollup clause added as a clarification of the approved ADR-003 control list (per-account usage recording), not a new product capability — the capability was owner-approved on 2026-07-18; this amendment aligns the requirement text with that decision."
USAGE-002,Usage,Cost preview and forecast,"Before execution users see estimated cost; owners can view usage trends and forecasts.","No bill shock.",Improvement (own design),"raw-audit/19-competitive-gaps.md (task economics gap)",n/a,Improvement,Should,Post-MVP,USAGE-001,"Estimates shown pre-execution with stated uncertainty; monthly forecast visible; estimate-vs-actual tracked.","Unestimable costs show 'unknown' and require explicit confirmation.",
EXPORT-001,Export,Data and document export,"Users can export company data: documents, memory items, decisions, activity history, and configuration in documented formats.","Your business is yours.",Improvement (own design),"raw-audit/09-claim-verification.md claim 18 (ownership terms NOT found in Polsia); competitive gap (portability)",n/a,Improvement,Must,Post-MVP,,"Export produces complete documented-format archives; contents match in-product data; no secret values included.","Partial export failures enumerate what is missing.",
EXPORT-002,Export,Portability manifest,"Exports include a manifest describing artifacts, formats, and (for software) reproducible build/deploy instructions independent of our platform.","Credible exit path.",Improvement (own design),"raw-audit/19-competitive-gaps.md (portability opportunity)",n/a,Improvement,Should,Future,EXPORT-001;BUILD-003,"A third party can rebuild/redeploy exported software following only the manifest (verified in test).","Non-portable elements are explicitly listed as such.",
ADMIN-001,Admin,Emergency stop hierarchy,"Owners can stop activity at every scope: task, worker, capability, integration, company, external-actions-only, and account-wide; stops take effect before the next tool call.","Ultimate control in one place.",Improvement (own design),"Task instruction; parity link: company Pause observed (raw-audit/02)",n/a,Improvement,Must,MVP,TOOL-003,"Each scope's stop halts new tool calls at that scope within seconds; in-flight calls reach safe-stop; all stops are audited and reversible by the owner.","Stop-system failure defaults to blocking execution platform-wide (fail closed).",
ADMIN-002,Admin,Recovery after reactivation,"Resuming from any stop/pause requires explicit review of held work before it executes; nothing auto-fires on resume.","No landmines on resume.",Improvement (own design),"Task instruction",n/a,Improvement,Must,MVP,ADMIN-001,"Held items are listed on resume; each requires confirm/discard; expired approvals are not resurrected.","Unreviewed held items remain held indefinitely.",
ADMIN-003,Admin,Roles and membership,"The product defines roles (account owner, company owner, admin, operator, approver, viewer, billing admin); MVP ships account owner + viewer; invites are company-scoped.","Right access for each person.",Partially verified,"raw-audit/05-approval-matrix.md (company-scoped invite observed, 99%; roles unknown)",75,Parity,Must,MVP (owner+viewer),ACC-002,"Role permissions match the §13 matrix; invites grant only the selected company; revocation is immediate and audited.","Permission-check failures deny access (fail closed).",
ADMIN-004,Admin,Notifications,"Users receive configurable notifications for approvals needed, failures, completions, and spending events.","Informed without watching.",Improvement (own design),"Task instruction (§10 Decision Room support)",n/a,Improvement,Should,Post-MVP,DEC-001,"Notification preferences per event class; delivery is logged; critical events (emergency, spend) cannot be fully silenced, only rerouted.","Notification failure never blocks the underlying action's audit record.",
INTEG-001,Integrations,Connection manager,"A connection manager shows every connected external account: provider, account identity, granted scopes, health, last activity, and disconnect control.","Complete visibility of external reach.",Improvement (own design),"raw-audit/06-integrations.md (Polsia exposed NO general connection manager)",n/a,Improvement,Must,Post-MVP,,"All connections appear with scopes and health; disconnect works immediately.","Unknown-health connections show 'unverified', not 'healthy'.",
INTEG-002,Integrations,Credential vault references,"Integration credentials are stored server-side by reference; plaintext values are never returned by read APIs, logs, or exports.","Secrets stay secret.",Improvement (own design),"raw-audit/15-conceptual-data-model.md invariant 6; task principles",n/a,Improvement,Must,MVP,,"Negative tests prove no API/log/export path returns plaintext credentials.","Vault unavailability blocks credential-using actions (fail closed).",
INTEG-003,Integrations,Revocation enforcement,"Disconnecting or revoking an integration immediately prevents all further use; queued work using it fails visibly.","Revocation means revoked.",Improvement (own design),"raw-audit/06-integrations.md (revocation unknown in Polsia); launch gate requirement",n/a,Improvement,Must,Post-MVP,INTEG-001,"Post-revocation tool calls using the connection fail closed and are audited; test-verified.","Race between revoke and in-flight call resolves to failure of the call or compensating alert.",
NFR-001,Non-functional,Tenant isolation,"Every persisted row and every query is company-scoped; cross-company access attempts fail closed and are audited. 100% of isolation test suite (AT-027 pattern) passes including adversarial ID substitution.","Your data is only yours.",Improvement (own design),"raw-audit/18-risk-register.md R-03; launch gates",n/a,Improvement,Must,MVP,,"Adversarial cross-tenant test suite passes 100%; denial responses do not leak resource existence.","Any isolation test failure is a launch blocker.",
NFR-002,Non-functional,Server-authoritative authorization,"All authorization decisions execute server-side; UI state is never a security boundary. Negative tests cover every privileged endpoint.","Control that holds under attack.",Improvement (own design),"Task principles; protocol",n/a,Improvement,Must,MVP,,"Every privileged endpoint has a negative authorization test; client-forged requests are rejected.","Authz service failure denies by default.",
NFR-003,Non-functional,Availability,"Core dashboard and Decision Room target 99.5% monthly availability in beta; planned maintenance is announced and excluded.","Dependable operating console.",Improvement (own design),"Engineering baseline",n/a,Improvement,Should,Post-MVP,,"Availability is measured and reported monthly; misses trigger review.","Degraded modes preserve read access where possible.",
NFR-004,Non-functional,Performance,"Dashboard first meaningful content under 2.5s p75 on warm sessions; interview question generation under 10s p90; long work is asynchronous with visible progress.","Feels responsive despite heavy AI work.",Improvement (own design),"raw-audit/11-product-requirements-document.md NFR pattern",n/a,Improvement,Should,MVP,,"Metrics measured in production against stated targets.","Slow operations show progress; nothing blocks the UI silently.",
NFR-005,Non-functional,Reliability and resumability,"All multi-step workflows (provisioning, planning, task runs) are resumable from checkpoints; no workflow loses state on process restart.","Work survives failures.",Improvement (own design),"raw-audit/13-mvp-and-roadmap.md (resumable provisioning)",n/a,Improvement,Must,MVP,,"Kill-and-resume tests pass for every workflow type; no orphaned resources after crash-resume.","Unresumable states are detected and surfaced for manual recovery.",
NFR-006,Non-functional,Idempotency,"All external side effects carry idempotency keys; replay/duplicate-trigger tests produce zero duplicate external effects.","No double actions, ever.",Improvement (own design),"raw-audit/18-risk-register.md R-02; launch gates",n/a,Improvement,Must,MVP,,"Replay test suite shows zero duplicates across all external tool types.","Detected duplicates are suppressed and raised as incidents.",
NFR-007,Non-functional,Retry discipline,"Retries use bounded exponential backoff with per-class caps; retry state is visible (TASK-010); dead-lettered work is surfaced to owner.","Persistence without thrash.",Improvement (own design),"raw-audit/11 NFR pattern",n/a,Improvement,Must,MVP,,"Retry behavior matches configured policy in tests; dead letters appear in Decision Room blocked queue.","Retry storms are impossible by config cap.",
NFR-008,Non-functional,Auditability,"100% of security-relevant events produce immutable audit records within 5 seconds; audit export covers any date range.","Provable history.",Improvement (own design),"ACT-002; protocol",n/a,Improvement,Must,MVP,,"Audit completeness test: every action type in the registry produces its record; export verified.","Audit lag beyond threshold alerts operators.",
NFR-009,Non-functional,Observability,"All services emit structured logs (secret-redacted), metrics, and traces; every task run is traceable end-to-end by ID.","Operable and debuggable.",Improvement (own design),"raw-audit/13-mvp-and-roadmap.md item 10 (redacted observability)",n/a,Improvement,Must,MVP,,"A task ID resolves to a complete trace; log secret-scanning finds zero hits in CI.","Telemetry loss degrades gracefully; never blocks user work.",
NFR-010,Non-functional,Security baseline,"OWASP ASVS-aligned controls: input validation, output encoding, CSRF protection, rate limiting, dependency scanning in CI, and third-party pen review before public beta.","Not an easy target.",Improvement (own design),"Engineering baseline; raw-audit/18 R-10/R-11",n/a,Improvement,Must,MVP,,"CI gates enforce dependency and static scanning; pen-test findings at high+ severity are closed before beta.","Known-vulnerable dependencies block deploy.",
NFR-011,Non-functional,Privacy,"Personal data is encrypted in transit and at rest; data map and retention schedule exist before beta; users can export and request deletion; no personal data in logs.","Regulatory-grade respect for data.",Improvement (own design),"raw-audit/18-risk-register.md R-14",n/a,Improvement,Must,Post-MVP,,"Data map covers all stores; deletion requests complete within stated SLA; log scans show zero personal-data hits.","Retention conflicts resolve to the stricter rule.",
NFR-012,Non-functional,Accessibility,"Core flows meet WCAG 2.1 AA: keyboard navigable, screen-reader labeled, color-independent state indicators.","Usable by everyone.",Improvement (own design),"raw-audit/11 NFR pattern",n/a,Improvement,Should,Post-MVP,,"Automated a11y checks in CI plus manual audit of the five core journeys.","A11y regressions block release of affected surfaces.",
NFR-013,Non-functional,Maintainability,"Codebase enforces typed interfaces, module boundaries, CI lint/typecheck/test gates, and per-module ownership documentation.","Sustainable velocity.",Improvement (own design),"Engineering baseline",n/a,Improvement,Should,MVP,,"CI gates green on every merge; module docs exist for each domain.","Gate failures block merge.",
NFR-014,Non-functional,Portability,"User-facing outputs (documents, data, generated code) export in open formats; no user artifact is locked to proprietary formats.","No hostage data.",Improvement (own design),"EXPORT-001/002 rationale",n/a,Improvement,Must,Post-MVP,,"Every artifact type has a documented open export format.","Non-exportable artifact types cannot ship.",
NFR-015,Non-functional,Cost control,"Per-task and per-company AI spend is metered with hard caps; a runaway task cannot exceed its budget by more than one billing increment.","Platform economics stay sane.",Improvement (own design),"POL-001; raw-audit/19 (task economics)",n/a,Improvement,Must,MVP,,"Budget-cap tests show enforcement within one increment; spend dashboards reconcile with provider bills.","Cap breaches halt the task and alert.",
NFR-016,Non-functional,Data retention,"Retention periods per data class are documented and enforced; deletion honors retention exceptions transparently.","Predictable data lifecycle.",Improvement (own design),"raw-audit/20-open-questions.md Q15/16 pattern",n/a,Improvement,Must,Post-MVP,,"Automated retention jobs run and log; exceptions are user-visible.","Retention-job failure alerts; nothing purges without a log.",
NFR-017,Non-functional,Backup and recovery,"Databases are backed up with tested restore; RPO ≤ 24h and RTO ≤ 4h for beta; restore drills run before beta and quarterly.","Disasters are survivable.",Improvement (own design),"Engineering baseline",n/a,Improvement,Must,Post-MVP,,"A documented restore drill succeeds within the stated RTO.","Backup failures alert within one cycle.",
NFR-018,Non-functional,Secret handling,"All platform and user secrets live in a managed secret store, referenced not copied; secrets never appear in logs, error messages, browser responses, or exports (CI-scanned).","No leaks, structurally.",Improvement (own design),"raw-audit/18-risk-register.md R-04; launch gates",n/a,Improvement,Must,MVP,,"Secret-scanning in CI and log pipelines shows zero findings; negative tests on API responses pass.","Detected exposure triggers immediate rotation runbook.",
NFR-019,Non-functional,Model-provider resilience,"AI provider outages degrade gracefully: work queues rather than fails permanently, users see honest status, and provider failover is possible by configuration (no single hardwired vendor).","AI dependency without AI fragility.",Improvement (own design),"raw-audit/18-risk-register.md R-13; vendor-neutrality rule",n/a,Improvement,Must,MVP,,"Simulated provider outage: tasks queue, status is honest, recovery drains the queue without duplicates.","Extended outages notify owners with options.",
NFR-020,Non-functional,Integration failure handling,"External integration failures are isolated per connection: one failing provider cannot stall unrelated work; failures surface health status and recovery guidance.","One bad link doesn't break the chain.",Improvement (own design),"raw-audit/18-risk-register.md R-08",n/a,Improvement,Must,Post-MVP,,"Fault-injection tests show isolation; health status updates within one check cycle.","Cascading-failure detection pauses only the affected scope.",
NFR-021,Non-functional,Prompt-injection defense,"Content from external sources (web, email, social) is treated as untrusted data: it cannot invoke tools, alter policies, or claim user authority; tool calls triggered while processing external content face heightened policy scrutiny.","The outside world can't hijack your AI team.",Improvement (own design),"raw-audit/18-risk-register.md R-11 (H/H)",n/a,Improvement,Must,MVP,,"Injection test corpus (instructions embedded in researched web content) produces zero unauthorized tool executions.","Suspected injection quarantines the content and flags the task.",
